dateStock,ticker,nameCompany,openValueStock,highValueStock,lowValueStock,closeValueStock,quantityStock
2020-04-29,TOTS3.SA,Totvs,18.084829330444336,18.300124875706153,17.469700209253958,18.084829330444336,6553362
2020-04-30,TOTS3.SA,Totvs,18.026393942500643,18.484665764750495,17.891065457259305,18.19247817993164,5435823
2020-05-04,TOTS3.SA,Totvs,18.2047806734707,18.730715821019526,17.623482352925144,18.453907012939453,5330865
2020-05-05,TOTS3.SA,Totvs,18.77684865237158,19.10902060379986,18.527722335138986,18.703033447265625,5893143
2020-05-06,TOTS3.SA,Totvs,18.66612783436914,18.71226234247792,17.82647625833744,18.16787338256836,4814800
2020-05-07,TOTS3.SA,Totvs,18.61999245296311,18.71226146485316,16.765374728618003,16.802282333374023,8721776
2020-05-08,TOTS3.SA,Totvs,17.328221207426317,17.485078545542958,16.562383028649286,17.069866180419922,5583484
2020-05-11,TOTS3.SA,Totvs,16.986824487063924,17.152908731595872,16.377845395327924,16.58083724975586,5369360
2020-05-12,TOTS3.SA,Totvs,16.84841555614965,17.254400941772015,15.907266413871175,15.92572021484375,4142653
2020-05-13,TOTS3.SA,Totvs,16.017991484677875,16.719239472009182,15.842678605732162,16.239437103271484,7177291
2020-05-14,TOTS3.SA,Totvs,15.925721321555072,16.368616104125977,15.731954633652071,16.368616104125977,4741320
2020-05-15,TOTS3.SA,Totvs,16.35938560497545,17.420484293939484,15.916490919813171,17.254398345947266,6818311
2020-05-18,TOTS3.SA,Totvs,17.780342499268293,17.955655419088217,17.33744939459476,17.66039276123047,6183455
2020-05-19,TOTS3.SA,Totvs,18.011012077093913,18.564629634807712,17.531209723281762,17.651161193847656,5212976
2020-05-20,TOTS3.SA,Totvs,17.83570496017288,18.26014604804947,17.651166890858086,17.91874885559082,3593006
2020-05-21,TOTS3.SA,Totvs,17.955648654809096,18.684577239811315,17.752655102683253,18.573854446411133,4471158
2020-05-22,TOTS3.SA,Totvs,18.407774338331766,18.601541052547244,18.084830990790017,18.204782485961914,2313269
2020-05-25,TOTS3.SA,Totvs,18.730716705322266,19.05366003595796,18.481588589865932,18.730716705322266,2722272
2020-05-26,TOTS3.SA,Totvs,19.192068359642995,19.64418838824576,18.952167108196548,19.07211685180664,5826179
2020-05-27,TOTS3.SA,Totvs,19.385830203713972,19.542689299671963,18.5646324091356,18.74917221069336,5485444
2020-05-28,TOTS3.SA,Totvs,18.767626069942022,19.238199830756013,18.36163885815922,18.91525650024414,5161149
2020-05-29,TOTS3.SA,Totvs,19.035205302545883,19.081339809779926,17.761885845982707,18.555404663085938,7490960
2020-06-01,TOTS3.SA,Totvs,18.53694872618033,19.219744712301036,18.297049293348962,18.859893798828125,5520129
2020-06-02,TOTS3.SA,Totvs,18.97984335102956,19.561141654004803,18.730715254865054,19.14592933654785,5788487
2020-06-03,TOTS3.SA,Totvs,19.50578163535808,19.930220884210165,19.04443301492123,19.81949806213379,6840265
2020-06-04,TOTS3.SA,Totvs,19.902544812357466,20.20703440818407,19.284338716716373,20.013269424438477,6470458
2020-06-05,TOTS3.SA,Totvs,20.24393475413177,20.400792065595212,18.915254000126694,19.155155181884766,8355278
2020-06-08,TOTS3.SA,Totvs,19.625732856177272,19.745684353468317,18.786081196270494,19.404285430908203,6860815
