dateStock,ticker,nameCompany,openValueStock,highValueStock,lowValueStock,closeValueStock,quantityStock
2020-04-29,ABEV3.SA,Ambev,8.300940218056237,8.36414545541129,8.181552696329062,8.195598602294922,27558700
2020-04-30,ABEV3.SA,Ambev,8.097277989846592,8.202620258702277,7.900640025626423,7.963845252990723,35747500
2020-05-04,ABEV3.SA,Ambev,7.823391257139749,8.314986608937637,7.79530011331546,8.258804321289062,30157800
2020-05-05,ABEV3.SA,Ambev,8.3571217585687,8.532691549040694,8.314985383912957,8.385212898254395,25595500
2020-05-06,ABEV3.SA,Ambev,8.406282706170582,8.469487945049002,8.146439467250383,8.307963371276855,67031600
2020-05-07,ABEV3.SA,Ambev,8.181551918871193,8.638033773199247,7.963845755053316,8.104301452636719,56937900
2020-05-08,ABEV3.SA,Ambev,8.300939864597156,8.539714897884322,8.265826440668974,8.45544147491455,23218000
2020-05-11,ABEV3.SA,Ambev,8.455441082341432,8.67314791721477,8.371167663284346,8.385212898254395,20136100
2020-05-12,ABEV3.SA,Ambev,8.357121730234937,8.63803379588509,8.22368898461667,8.230711936950684,33395400
2020-05-13,ABEV3.SA,Ambev,8.314986199267983,8.350100294754736,7.858504297431509,7.9076642990112305,46230300
2020-05-14,ABEV3.SA,Ambev,7.935754180850719,8.30093897456434,7.921708276988953,8.244756698608398,36918000
2020-05-15,ABEV3.SA,Ambev,8.209642495300836,8.343075901162269,8.090255662852703,8.174529075622559,30012000
2020-05-18,ABEV3.SA,Ambev,8.420327479973322,8.715284798698859,8.329031103249168,8.497578620910645,30350600
2020-05-19,ABEV3.SA,Ambev,8.56078268872639,8.67314791721477,8.385212898254395,8.385212898254395,17951200
2020-05-20,ABEV3.SA,Ambev,8.406283469799192,8.602921487703611,8.329032317598868,8.525671005249023,14121900
2020-05-21,ABEV3.SA,Ambev,8.525669452752913,8.673148106762287,8.244757380011162,8.343076705932617,38005800
2020-05-22,ABEV3.SA,Ambev,8.357121250520283,8.420326478407107,8.19559737458334,8.244756698608398,11924400
2020-05-25,ABEV3.SA,Ambev,8.434373491808964,8.701239672578659,8.434373491808964,8.616966247558594,12781100
2020-05-26,ABEV3.SA,Ambev,8.673147892499445,8.918945196612444,8.638033800555988,8.79955768585205,30153500
2020-05-27,ABEV3.SA,Ambev,8.904901414586881,9.452679061143986,8.876810270397947,9.396496772766113,36754400
2020-05-28,ABEV3.SA,Ambev,9.431609368669818,9.494814600467357,8.940013419020332,9.003218650817871,41520600
2020-05-29,ABEV3.SA,Ambev,8.996196131257616,9.010241365872925,8.574828376869005,8.764443397521973,46234500
2020-06-01,ABEV3.SA,Ambev,8.652079042372531,8.989173387654182,8.609942667803324,8.84871768951416,20420100
2020-06-02,ABEV3.SA,Ambev,8.961082855329872,9.340313600881668,8.876809430734545,9.108561515808105,25304000
2020-06-03,ABEV3.SA,Ambev,9.30519962310791,9.572065805875955,9.29115371729323,9.30519962310791,29826800
2020-06-04,ABEV3.SA,Ambev,9.340314484388243,9.4667242983656,9.256041051821434,9.396496772766113,20130800
2020-06-05,ABEV3.SA,Ambev,9.698476610950388,10.063661467929299,9.565043180129607,9.867023468017578,50766300
2020-06-08,ABEV3.SA,Ambev,10.070684067990726,10.414800723207655,9.993432925567493,10.253276824951172,47678900
