dateStock,ticker,nameCompany,openValueStock,highValueStock,lowValueStock,closeValueStock,quantityStock
2020-04-29,GOAU4.SA,Metalúrgica Gerdau,2.339796973355112,2.4481206904975887,2.313799281240917,2.383126735687256,21420531
2020-04-30,GOAU4.SA,Metalúrgica Gerdau,2.2964674744755533,2.326797839641507,2.2184743985412827,2.231472969055176,26957459
2020-05-04,GOAU4.SA,Metalúrgica Gerdau,2.1404807941175044,2.2184744218204924,2.1188160505750933,2.209808111190796,16506653
2020-05-05,GOAU4.SA,Metalúrgica Gerdau,2.2618037446437507,2.3051333742353353,2.2184746660025363,2.227140426635742,15240018
2020-05-06,GOAU4.SA,Metalúrgica Gerdau,2.240138467751424,2.3008001589114038,2.1404806539809003,2.2531375885009766,19883769
2020-05-07,GOAU4.SA,Metalúrgica Gerdau,2.2964675639140664,2.443787824194131,2.2618035600471895,2.400458335876465,32151996
2020-05-08,GOAU4.SA,Metalúrgica Gerdau,2.4871174131675953,2.534779846966838,2.4177899612571903,2.5261142253875732,28227160
2020-05-11,GOAU4.SA,Metalúrgica Gerdau,2.500115966953958,2.526113652218368,2.4177894126664983,2.443787097930908,18161945
2020-05-12,GOAU4.SA,Metalúrgica Gerdau,2.465452541106762,2.4871175605013334,2.33113085333125,2.3571290969848633,17109838
2020-05-13,GOAU4.SA,Metalúrgica Gerdau,2.38312665919519,2.396125229359914,2.218474338948375,2.240138530731201,21198136
2020-05-14,GOAU4.SA,Metalúrgica Gerdau,2.1968093754730487,2.2834682053936013,2.1144829429851337,2.2748024463653564,25078973
2020-05-15,GOAU4.SA,Metalúrgica Gerdau,2.240138792937209,2.2834685589502883,2.1448137760162354,2.1448137760162354,24867378
2020-05-18,GOAU4.SA,Metalúrgica Gerdau,2.23580551646152,2.370127322396122,2.227139895631999,2.3484625816345215,20457755
2020-05-19,GOAU4.SA,Metalúrgica Gerdau,2.3571291006320196,2.4047915373284727,2.3137993372509933,2.3527956008911133,17596226
2020-05-20,GOAU4.SA,Metalúrgica Gerdau,2.387459390480522,2.4437874409855636,2.3441296334822015,2.3484625816345215,13245535
2020-05-21,GOAU4.SA,Metalúrgica Gerdau,2.3614616516299476,2.426456148015462,2.309465586213843,2.374460220336914,19358182
2020-05-22,GOAU4.SA,Metalúrgica Gerdau,2.3311305552851276,2.357128795614742,2.2748023660340637,2.3051328659057617,10214677
2020-05-25,GOAU4.SA,Metalúrgica Gerdau,2.3744599937195705,2.443787156074113,2.3701270460724118,2.435121536254883,10802796
2020-05-26,GOAU4.SA,Metalúrgica Gerdau,2.474118989624846,2.5347799971240392,2.3397970263741743,2.3571290969848633,21275201
2020-05-27,GOAU4.SA,Metalúrgica Gerdau,2.3961257089404078,2.6344387531280513,2.3874600855878967,2.6344387531280518,33447830
2020-05-28,GOAU4.SA,Metalúrgica Gerdau,2.630104906205959,2.721097107382462,2.5867754177767495,2.686433792114258,28889944
2020-05-29,GOAU4.SA,Metalúrgica Gerdau,2.712431550342904,2.7644269377072397,2.5997746022450072,2.6734347343444824,27459446
2020-06-01,GOAU4.SA,Metalúrgica Gerdau,2.708098607196083,2.7340963009339325,2.6474370463325965,2.6907668113708496,16102130
2020-06-02,GOAU4.SA,Metalúrgica Gerdau,2.7297633866726323,2.8770836381926563,2.721096938574103,2.807756185531616,32926910
2020-06-03,GOAU4.SA,Metalúrgica Gerdau,2.872750831301723,3.0547352313404006,2.807756324009292,3.0114054679870605,42326141
2020-06-04,GOAU4.SA,Metalúrgica Gerdau,2.9680758652027084,3.093731375184801,2.9377452248622036,3.0504021644592285,21620926
2020-06-05,GOAU4.SA,Metalúrgica Gerdau,3.154392696701478,3.2150542483453277,3.0417357654844377,3.0634005069732666,30527503
2020-06-08,GOAU4.SA,Metalúrgica Gerdau,3.1023972242282962,3.1803902912526114,3.0634004152410186,3.132727861404419,24380990
2020-06-09,GOAU4.SA,Metalúrgica Gerdau,3.0460691452026367,3.0850659608808493,2.9984064317015253,3.0460691452026367,21750389
2020-06-10,GOAU4.SA,Metalúrgica Gerdau,3.0937304477245746,3.111062512484084,2.9074134374417437,2.933411121368408,26478404
2020-06-12,GOAU4.SA,Metalúrgica Gerdau,2.8120893085589653,2.8857494388886216,2.74276212707223,2.8207554817199707,26846528
2020-06-15,GOAU4.SA,Metalúrgica Gerdau,2.7210967206984105,2.8077559607171985,2.6821004621288855,2.7817585468292236,21692791
2020-06-16,GOAU4.SA,Metalúrgica Gerdau,2.955076203756971,3.024403369006939,2.8944152096383475,2.9854071140289307,27524511
2020-06-17,GOAU4.SA,Metalúrgica Gerdau,2.985407785889863,3.020071376315829,2.9204135538411764,2.96807599067688,23885802
2020-06-18,GOAU4.SA,Metalúrgica Gerdau,2.9247460033186954,3.0504020599458372,2.911747433378987,3.041735887527466,17939684
2020-06-19,GOAU4.SA,Metalúrgica Gerdau,3.098064776371226,3.245385024775292,3.059067964553833,3.059067964553833,36389890
2020-06-22,GOAU4.SA,Metalúrgica Gerdau,3.059067704979903,3.098064513488264,2.9984058804224016,3.0287370681762695,16368924
2020-06-23,GOAU4.SA,Metalúrgica Gerdau,3.093731269444919,3.2107211536634477,3.0763997510321492,3.1023974418640137,23599010
2020-06-24,GOAU4.SA,Metalúrgica Gerdau,3.0850661310557617,3.141394194536541,3.0374034149255333,3.115396499633789,20793080
2020-06-25,GOAU4.SA,Metalúrgica Gerdau,3.137060162126892,3.137060162126892,3.033069693900047,3.0980641841888428,15930801
2020-06-26,GOAU4.SA,Metalúrgica Gerdau,3.0590685643827995,3.1197301305072096,2.959410729744801,3.0200717449188232,14512837
2020-06-29,GOAU4.SA,Metalúrgica Gerdau,3.063400515286408,3.080732583999634,3.002738963477941,3.080732583999634,13975383
2020-06-30,GOAU4.SA,Metalúrgica Gerdau,3.05040258783961,3.1933901876230926,3.033070790953756,3.1673924922943115,21186403
2020-07-01,GOAU4.SA,Metalúrgica Gerdau,3.1847233347858386,3.2107210245724334,3.0330701443640344,3.0634005069732666,27232385
2020-07-02,GOAU4.SA,Metalúrgica Gerdau,3.1197292923754865,3.1587255504125236,3.089398104249123,3.132727861404419,17511962
2020-07-03,GOAU4.SA,Metalúrgica Gerdau,3.1153960744824367,3.154392886989937,3.093731331686684,3.150059938430786,6719165
2020-07-06,GOAU4.SA,Metalúrgica Gerdau,3.2063881530337954,3.293047396538814,3.1543927722158656,3.189056634902954,26907727
2020-07-07,GOAU4.SA,Metalúrgica Gerdau,3.1630584002854194,3.189056641700067,3.111063294831803,3.1457271575927734,14066714
2020-07-08,GOAU4.SA,Metalúrgica Gerdau,3.176057584693869,3.258384157099195,3.1587257907033335,3.193389654159546,15857870
2020-07-09,GOAU4.SA,Metalúrgica Gerdau,3.215054388994192,3.219387337481511,3.128395143772668,3.1760575771331787,14502837
2020-07-10,GOAU4.SA,Metalúrgica Gerdau,3.163059061966237,3.2150550047223003,3.145727815648065,3.1717255115509033,14927360
2020-07-13,GOAU4.SA,Metalúrgica Gerdau,3.210721254348755,3.366707679706673,3.2020553571330455,3.210721254348755,25274701
2020-07-14,GOAU4.SA,Metalúrgica Gerdau,3.228053330050527,3.3320446566504254,3.1673923197301264,3.306046962738037,22495304
2020-07-15,GOAU4.SA,Metalúrgica Gerdau,3.3537079656760915,3.3580409128063238,3.258383128810983,3.3190441131591797,19591243
2020-07-16,GOAU4.SA,Metalúrgica Gerdau,3.29738050031933,3.3060466730058202,3.2410521684456044,3.2713828086853027,10543869
2020-07-17,GOAU4.SA,Metalúrgica Gerdau,3.284381806720116,3.319045118789481,3.2583841160617384,3.2930474281311035,8867644
2020-07-20,GOAU4.SA,Metalúrgica Gerdau,3.2973799194993987,3.3450423457662413,3.288714299289618,3.3277111053466797,9842020
2020-07-21,GOAU4.SA,Metalúrgica Gerdau,3.345043116874314,3.349376065715597,3.2323861715257953,3.2800486087799072,16044265
2020-07-22,GOAU4.SA,Metalúrgica Gerdau,3.2757153355297146,3.475031496678144,3.2670494394341403,3.453366756439209,63386281
2020-07-23,GOAU4.SA,Metalúrgica Gerdau,3.466365963271399,3.505361945732395,3.2800480906283496,3.323377847671509,28039965
2020-07-24,GOAU4.SA,Metalúrgica Gerdau,3.3060466903599726,3.444701321944427,3.258384255447399,3.418703079223633,22777563
2020-07-27,GOAU4.SA,Metalúrgica Gerdau,3.431701823763145,3.5963541290383105,3.427369151085632,3.5746893882751465,30623501
2020-07-28,GOAU4.SA,Metalúrgica Gerdau,3.561691169206901,3.5660241177852194,3.475031922165381,3.5400264263153076,21450130
2020-07-29,GOAU4.SA,Metalúrgica Gerdau,3.5530243977527523,3.587688256012244,3.5183608149683603,3.56169056892395,22037849
2020-07-30,GOAU4.SA,Metalúrgica Gerdau,3.5140284189001467,3.5616908489763373,3.4793642824399464,3.5183610916137695,12144229
2020-07-31,GOAU4.SA,Metalúrgica Gerdau,3.5183615180027523,3.5356935883333196,3.436035216964388,3.4836976528167725,13870853
2020-08-03,GOAU4.SA,Metalúrgica Gerdau,3.514029020200993,3.574690029748266,3.475032204354255,3.496696949005127,17802488
2020-08-04,GOAU4.SA,Metalúrgica Gerdau,3.4750320375103003,3.5443592170645397,3.414370479925185,3.5010297298431396,17953951
2020-08-05,GOAU4.SA,Metalúrgica Gerdau,3.579022648216943,3.7393420193058136,3.579022648216943,3.696012258529663,32733581
2020-08-06,GOAU4.SA,Metalúrgica Gerdau,3.7003463599134987,3.726344055322924,3.5790232303858036,3.6050214767456055,19043657
2020-08-07,GOAU4.SA,Metalúrgica Gerdau,3.561691226241917,3.6006874885961038,3.4447013372787527,3.509695291519165,20777747
2020-08-10,GOAU4.SA,Metalúrgica Gerdau,3.535693442842523,3.661348950373645,3.5226943217607114,3.6570162773132324,19464580
2020-08-11,GOAU4.SA,Metalúrgica Gerdau,3.6830133162045993,3.7003453840485454,3.5876884581760313,3.600687026977539,16523986
2020-08-12,GOAU4.SA,Metalúrgica Gerdau,3.6353518459147467,3.6916801859685022,3.5356940135119492,3.6050214767456055,18101814
2020-08-13,GOAU4.SA,Metalúrgica Gerdau,3.6180194581716707,3.648349822388024,3.548692006258821,3.5790226459503174,18717932
2020-08-14,GOAU4.SA,Metalúrgica Gerdau,3.5746893384242933,3.600687026977539,3.5270269094100093,3.600687026977539,11894235
2020-08-17,GOAU4.SA,Metalúrgica Gerdau,3.6093533156191175,3.6700143154009806,3.5703565060502154,3.622351884841919,16886511
2020-08-18,GOAU4.SA,Metalúrgica Gerdau,3.683013269150223,3.9169930140903277,3.657015856404237,3.8779962062835693,34728865
2020-08-19,GOAU4.SA,Metalúrgica Gerdau,3.9083274211096617,4.055647655403578,3.886662405297207,3.9689884185791016,33024641
2020-08-20,GOAU4.SA,Metalúrgica Gerdau,3.8953285952726513,4.029650270971708,3.869330904906731,4.020984649658203,20683749
2020-08-21,GOAU4.SA,Metalúrgica Gerdau,4.00365262389135,4.012318245298544,3.839000307651911,3.9169933795928955,24090731
2020-08-24,GOAU4.SA,Metalúrgica Gerdau,3.9343252689566803,3.955990010172005,3.8779963908465866,3.908327579498291,16256526
