dateStock,ticker,nameCompany,openValueStock,highValueStock,lowValueStock,closeValueStock,quantityStock
2020-04-29,KLBN11.SA,Klabin,11.91252052545621,12.078526128342078,11.50746879621464,11.607071876525879,8237176
2020-04-30,KLBN11.SA,Klabin,11.553951658028279,12.1316498741254,11.5406714333504,11.826200485229492,9833127
2020-05-04,KLBN11.SA,Klabin,11.57386962297695,12.144927609696625,11.540669068086721,11.806276321411133,9757357
2020-05-05,KLBN11.SA,Klabin,11.985563360428664,12.609742298945186,11.653553556194618,12.417176246643066,10046550
2020-05-06,KLBN11.SA,Klabin,12.50349808145743,12.755826525126425,12.231249304443827,12.337493896484375,7542245
2020-05-07,KLBN11.SA,Klabin,12.543341452543494,14.1834701740664,12.530059821838783,13.585851669311523,20965569
2020-05-08,KLBN11.SA,Klabin,13.858101862762204,14.435800089984982,13.785059218525603,14.269794464111328,11869590
2020-05-11,KLBN11.SA,Klabin,14.27643387688341,14.960375277156588,14.09050792272162,14.38267707824707,8832783
2020-05-12,KLBN11.SA,Klabin,14.488919290570571,14.58852237299376,14.150269373172305,14.342835426330566,9072870
2020-05-13,KLBN11.SA,Klabin,14.395956861052001,15.524791368586236,14.309633998759734,15.478310585021973,17867435
2020-05-14,KLBN11.SA,Klabin,15.504872571466684,15.551354766745302,14.322917051133919,14.834211349487305,13830172
2020-05-15,KLBN11.SA,Klabin,14.794367082295114,14.973652893084598,13.944421619443174,14.429155349731445,13431767
2020-05-18,KLBN11.SA,Klabin,14.283072639750833,14.402596054106283,13.081196977580815,13.280403137207031,13322556
2020-05-19,KLBN11.SA,Klabin,13.300323808910823,13.831539779013191,12.974952708065524,13.306963920593262,13172460
2020-05-20,KLBN11.SA,Klabin,13.413206652765966,13.6057726991291,12.90191103531601,13.180798530578613,8900665
2020-05-21,KLBN11.SA,Klabin,13.114400872347705,13.227284203914245,12.496861901782758,12.662867546081543,11568509
2020-05-22,KLBN11.SA,Klabin,12.616382421987824,12.96831256151521,12.589821975329478,12.749187469482422,9310068
2020-05-25,KLBN11.SA,Klabin,12.855431696731316,12.855431696731316,12.417178615260122,12.603104591369629,11466631
2020-05-26,KLBN11.SA,Klabin,12.583183685787809,12.669506557028955,12.403897830679405,12.483580589294434,9050206
2020-05-27,KLBN11.SA,Klabin,12.583181435962802,13.140957832336426,12.45701791152252,13.140957832336426,12568187
2020-05-28,KLBN11.SA,Klabin,13.214000266301895,13.260481045674258,12.84878851425645,12.941751480102539,7408148
2020-05-29,KLBN11.SA,Klabin,12.981592501809786,13.194078861614798,12.722623959302974,12.988232612609863,9095423
2020-06-01,KLBN11.SA,Klabin,13.08119823473875,13.492889409483256,12.603103124268605,12.935112953186035,9258740
2020-06-02,KLBN11.SA,Klabin,13.081199014039079,13.2140026720974,12.915193386139965,13.087839126586914,6440355
2020-06-03,KLBN11.SA,Klabin,13.121038907652288,13.273764301357259,12.82222963949614,12.935112953186035,9425168
2020-06-04,KLBN11.SA,Klabin,12.93511372378347,13.30696565486871,12.90855327359213,13.087839126586914,8958770
2020-06-05,KLBN11.SA,Klabin,13.127676808936721,13.167517475140585,12.616381223813978,12.65622329711914,11450410
2020-06-08,KLBN11.SA,Klabin,12.73590731351455,13.014796257019043,12.483580226844959,13.014796257019043,6471797
2020-06-09,KLBN11.SA,Klabin,13.081196138619372,13.233920100750453,12.815587473785405,13.067915916442871,8293503
2020-06-10,KLBN11.SA,Klabin,13.081198127939869,13.160879473116402,12.855430095301779,12.981595039367676,7749113
2020-06-12,KLBN11.SA,Klabin,12.881992411008778,13.001515840145117,12.417177512032374,12.775749206542969,11382528
2020-06-15,KLBN11.SA,Klabin,12.881991180694786,13.114397904435846,12.66286468035591,12.84878921508789,8291837
2020-06-16,KLBN11.SA,Klabin,12.868712270547634,12.988235700466102,12.623023891230398,12.68942642211914,6769323
2020-06-17,KLBN11.SA,Klabin,12.782388862223291,13.147599248920313,12.71598633414132,12.981595039367676,4793298
2020-06-18,KLBN11.SA,Klabin,13.047996606372966,13.353445994628887,12.862072054170662,13.333525657653809,7144618
2020-06-19,KLBN11.SA,Klabin,13.413208496742133,13.81162086714761,13.366726303073984,13.619054794311523,21412525
2020-06-22,KLBN11.SA,Klabin,13.758495079241396,13.771775300613866,13.313602034858725,13.519448280334473,5980401
2020-06-23,KLBN11.SA,Klabin,13.479609742933498,13.585851530675333,13.147598527834473,13.260481834411621,9476052
2020-06-24,KLBN11.SA,Klabin,13.360084002782973,13.66553334293159,13.21400014753857,13.612412452697754,6778766
2020-06-25,KLBN11.SA,Klabin,13.645614082627596,13.74521716675341,13.346804830250157,13.585851669311523,7581464
2020-06-26,KLBN11.SA,Klabin,13.63233501904483,14.017467164717003,13.532731926443459,13.619054794311523,8718794
2020-06-29,KLBN11.SA,Klabin,13.678818025582833,13.824901913431871,13.426489519350557,13.439769744873047,6285704
2020-06-30,KLBN11.SA,Klabin,13.453048482024741,13.745217632500504,13.353445394523947,13.731937408447266,9849348
2020-07-01,KLBN11.SA,Klabin,13.519451550118859,13.97762492668679,13.506171325534464,13.811620712280273,9844793
2020-07-02,KLBN11.SA,Klabin,13.951063292479002,14.044026263774828,13.552650960383016,13.75849723815918,8102745
2020-07-03,KLBN11.SA,Klabin,13.725299133057042,13.924505334715198,13.605775693482489,13.858102798461914,3780955
2020-07-06,KLBN11.SA,Klabin,13.917864447834868,13.984265573293923,13.552652629403589,13.705376625061035,7001966
2020-07-07,KLBN11.SA,Klabin,13.57257515707076,13.811623468600326,13.459691818474235,13.672178268432617,8375051
2020-07-08,KLBN11.SA,Klabin,13.705374486211019,14.017465355570398,13.625693148095161,13.944422721862793,6233265
2020-07-09,KLBN11.SA,Klabin,13.891302590549627,13.937784785472585,13.5659328544954,13.705376625061035,4694974
2020-07-10,KLBN11.SA,Klabin,13.731935652659612,13.765136208547629,13.486248724885622,13.57921028137207,2646068
2020-07-13,KLBN11.SA,Klabin,13.619056125589314,13.692097368762353,13.247204168301506,13.293684959411621,4445444
2020-07-14,KLBN11.SA,Klabin,13.280405555289114,13.65225608908984,13.167520824792444,13.546012878417969,7506249
2020-07-15,KLBN11.SA,Klabin,13.585849811711286,14.01746405530928,13.459686297629382,13.917860984802246,8596362
2020-07-16,KLBN11.SA,Klabin,13.87802128013439,14.110428015269074,13.658894769052948,13.731937408447266,5304802
